country_name,year,FDI4,estabilidad_politica,tiempo_negocios,hdi,v2x_polyarchy,v2cacamps,v2caviol,v2cagenmob,v2x_corr,v2xcl_prpty,e_gdp,e_miinflat,economic_freedom,Factor_gobernanza
Argentina,1996,6948536686.64725,0.111376881599426,9.4,0.751,0.829,0.021,-1.206,0.71,0.522,0.868,48448.875,0.156,0.747,0.267346600064681
Argentina,1997,9160272052.4446,0.0958238765597343,41.5,0.756,0.829,0.021,-1.206,0.71,0.522,0.868,51318.85,0.529,0.733,0.184209347559165
Argentina,1998,7290657132.08156,-0.134649589657784,9.4,0.762,0.833,0.021,-1.206,0.71,0.522,0.868,52451.113,0.925,0.709,0.235208950767711
Argentina,1999,23987696389.6428,-0.116048209369183,7,0.773,0.832,0.021,-1.206,0.71,0.522,0.868,51153.126,-1.167,0.706,0.305101709364683
Argentina,2000,10418314339.1428,0.0958238765597343,26,0.779,0.84,0.021,-1.206,1.173,0.403,0.868,50292.059,-0.939,0.7,0.0375571790226957
Argentina,2001,2166136829.76399,-0.282882064580917,41,0.784,0.84,0.021,-1.206,3.045,0.403,0.922,47854.374,-1.065,0.686,0.295445647446406
Argentina,2002,2148910000,-0.776545405387878,8,0.785,0.832,0.021,-1.206,2.047,0.42,0.922,45242.915,25.869,0.657,-0.440500233788714
Argentina,2003,1652010000,-0.359838128089905,65.5,0.793,0.813,0.404,-1.206,1.812,0.447,0.922,47013.749,13.443,0.563,-0.382753805268525
Argentina,2004,4124710000,-0.610934913158417,29.5,0.798,0.808,0.404,-1.206,1.812,0.447,0.922,50853.103,4.416,0.539,-0.355702448429326
Argentina,2005,5265250000,-0.0417749434709549,29.5,0.802,0.806,0.874,-1.206,1.812,0.447,0.922,54973.434,9.642,0.517,-0.266104164212494
Argentina,2006,5537347786.19331,0.00196776282973588,29.5,0.814,0.796,0.874,-1.206,1.812,0.447,0.922,59257.063,10.898,0.534,-0.257332141882873
Argentina,2007,6473157762.12915,0.0977966338396072,29.5,0.817,0.795,0.874,-1.206,1.812,0.447,0.922,64004.278,8.83,0.54,-0.27008414569419
Argentina,2008,9725553129.52469,-0.0877556875348091,30,0.825,0.79,0.874,-1.206,1.812,0.447,0.922,67044.691,8.585,0.5415389211,-0.363849801543896
Argentina,2009,4017158924.88408,-0.234854578971863,25,0.827,0.777,0.874,-1.206,1.812,0.447,0.922,66802.882,6.27,0.523156365,-0.424414717834858
Argentina,2010,11332718626.4345,-0.0847978666424751,24.5,0.834,0.776,0.874,-1.206,1.812,0.447,0.922,71367.171,10.649,0.512,-0.307387838461014
Argentina,2011,10839930944.6815,0.158993661403656,24.5,0.841,0.778,1.168,-1.206,1.812,0.447,0.922,75637.143,6.884,0.517,-0.279190405351131
Argentina,2012,15323933916.8241,0.103040546178818,24.5,0.843,0.78,1.168,-1.206,2.645,0.447,0.922,76870.952,1058.37,0.48,-0.37968961437709
Argentina,2013,9821661858.15874,0.0653142631053925,24.5,0.845,0.788,1.936,-1.206,1.784,0.469,0.922,77886.474,10.898,0.467,-0.408445244465922
Argentina,2014,5065335541.96486,-0.00512187136337161,24.5,0.846,0.792,1.936,-1.206,1.784,0.469,0.922,77491.635,9.4,0.446,-0.501799575972159
Argentina,2015,11758994011.286,0.014785380102694,24.5,0.848,0.777,1.936,-1.206,1.784,0.447,0.922,78531.535,10.649,0.441,-0.39323818401319
Argentina,2016,3260164341.77393,0.204625502228737,24.5,0.847,0.752,1.936,-1.206,1.784,0.429,0.922,78566.494,9.642,0.438,-0.018304512850537
Argentina,2017,11516861462.2845,0.169504255056381,24.5,0.851,0.746,1.936,-1.206,1.784,0.429,0.922,80302.152,9.642,0.504,0.0192088559896211
Argentina,2018,11716769818.7543,0.0108913751319051,11,0.85,0.767,1.936,-1.206,1.784,0.42,0.922,79797.987,8.585,0.523,0.036619805580779
Argentina,2019,6649187837.98606,-0.0914442017674446,11.5,0.852,0.771,1.936,-1.206,1.131,0.428,0.922,78294.101,8.585,0.522,-0.124467351643636
Barbados,1996,15836484.06,1.05037176609039,16,0.744,0.762,-3.377,-2.655,-1.62,0.093,0.883,510.35,2.39,0.623,1.4158703702173
Barbados,1997,28203499.05,0.309247434139252,12,0.747,0.762,-3.377,-2.655,-1.62,0.093,0.883,527.187,7.71,0.645,-0.0264165309016247
Barbados,1998,29160482.23,1.08426582813263,14,0.748,0.762,-3.377,-2.655,-1.62,0.093,0.883,545.983,-1.27,0.679,1.49202810933971
Barbados,1999,47539505.12,0.402350127696991,43,0.75,0.758,-3.377,-2.655,-1.62,0.093,0.883,552.287,1.56,0.667,0.980491063458328
Barbados,2000,73696943.905,1.15119981765747,26,0.756,0.758,-3.377,-2.655,-1.62,0.093,0.883,558.553,2.44,0.695,1.55097598711665
Barbados,2001,91504910.94,1.04420638084412,19,0.756,0.758,-3.377,-2.655,-1.62,0.093,0.883,550.108,2.58,0.715,1.5235652880206
Barbados,2002,228343253.8,1.09719908237457,42,0.76,0.758,-3.377,-2.655,-1.62,0.093,0.883,548.998,0.13,0.736,1.56126724708925
Barbados,2003,184701288.595,0.918948590755463,43,0.765,0.76,-3.377,-2.655,-1.62,0.093,0.883,552.745,1.62,0.713,1.5718719251663
Barbados,2004,228334500,1.09435272216797,18,0.77,0.762,-3.377,-2.655,-1.62,0.093,0.883,564.794,1.39,0.694,1.46792587320901
Barbados,2005,390061395.8643,1.11291885375977,45,0.776,0.762,-3.377,-2.655,-1.62,0.093,0.883,576.864,6.08,0.701,1.45690748806055
Barbados,2006,342267498.215,0.91321188211441,18,0.781,0.762,-3.377,-2.655,-1.317,0.093,0.883,588.819,7.31,0.719,1.41431138989868
Barbados,2007,476404576.96,1.04420638084412,16,0.786,0.762,-3.377,-2.655,-1.651,0.093,0.883,598.787,4.03,0.7,1.44722126653716
Barbados,2008,615122884.63,1.06835830211639,16,0.789,0.78,-3.377,-2.655,-1.651,0.093,0.883,586.999,8.1,0.7133224696,1.46123123681941
Barbados,2009,356008255.11,1.04774069786072,19,0.791,0.781,-3.377,-2.655,-1.651,0.093,0.883,559.009,3.6,0.7153106033,1.28447978467179
Barbados,2010,425337312.585,1.06063663959503,9.7,0.788,0.781,-3.377,-2.655,-1.651,0.099,0.883,539.819,5.8,0.683,1.30324799356658
Barbados,2011,459552936.365,1.24613010883331,18,0.784,0.781,-2.877,-2.655,-1.651,0.099,0.883,525.545,2.39,0.685,1.37492007575853
Barbados,2012,528045664.5074,1.18596565723419,18,0.787,0.781,-3.379,-2.655,-1.651,0.099,0.883,513.237,0.1,0.69,1.31441458654666
Barbados,2013,104089451.159478,1.26692914962769,18,0.787,0.773,-3.379,-2.655,-1.3,0.099,0.883,507.402,2.469,0.693,1.2904986388826
Barbados,2014,753687476.11428,1.2779198884964,19,0.789,0.772,-3.379,-2.655,-1.026,0.099,0.883,505.819,1.39,0.683,1.17649120460552
Barbados,2015,688525943.309105,1.13536131381989,19,0.791,0.769,-3.379,-2.655,-1.026,0.112,0.922,510.609,7.31,0.679,1.22597376975897
Barbados,2016,557500316.04356,0.976609885692596,16,0.794,0.769,-3.379,-2.655,-0.595,0.124,0.922,523.619,5.74,0.683,1.05410024951771
Barbados,2017,91481933.165,0.966827690601349,16,0.796,0.767,-3.379,-2.655,0.204,0.124,0.854,535.465,7.31,0.545,0.967845533532788
Barbados,2018,241596499.9,0.913432478904724,16,0.797,0.773,-2.524,-2.655,-0.202,0.089,0.854,541.877,29.749,0.57,0.755697985062901
Barbados,2019,215370128.6,1.04922747612,16,0.799,0.787,-2.908,-2.655,-1.624,0.078,0.854,549.399,19.819,0.647,0.735037586569048
Bolivia,1996,474100000,-0.134768322110176,16.5,0.609,0.746,0.013,0.313,0.462,0.701,0.679,2626.237,12.43,0.652,-0.163302881152188
Bolivia,1997,730600000,-0.00402953522279859,57,0.62,0.746,-0.208,0.313,1.069,0.717,0.679,2739.838,4.709,0.651,-0.213739157582419
Bolivia,1998,949300000,-0.241092368960381,16.5,0.632,0.747,-0.208,0.313,1.069,0.717,0.679,2851.373,7.674,0.688,-0.0350489668246486
Bolivia,1999,1010500000,-0.43740776181221,57,0.631,0.751,-0.208,0.313,1.069,0.717,0.679,2906.401,2.161,0.656,-0.286034629668842
Bolivia,2000,736350000,-0.23706117272377,59,0.632,0.751,-0.208,0.488,1.739,0.717,0.679,2984.701,4.602,0.65,-0.18219335414851
Bolivia,2001,705756000,-0.898689389228821,49,0.632,0.748,-0.208,0.488,0.909,0.717,0.679,3052.269,1.596,0.68,-0.321572137354056
Bolivia,2002,676543000,-0.286515563726425,49,0.63,0.732,0.01,0.519,0.957,0.724,0.679,3146.695,0.923,0.651,-0.284209785790185
Bolivia,2003,197400000,-0.83488517999649,59,0.627,0.731,0.617,0.666,2.69,0.718,0.679,3280.011,3.338,0.643,-0.339770204763981
Bolivia,2004,65430000,-0.680570840835571,59,0.626,0.762,0.617,0.418,2.027,0.672,0.679,3442.976,4.436,0.645,-0.485021763703649
Bolivia,2005,-238620000,-0.971029877662659,49,0.635,0.754,0.557,0.51,2.165,0.675,0.679,3613.319,5.399,0.584,-0.603194223256731
Bolivia,2006,280763457,-0.802562952041626,49,0.638,0.732,0.837,0.51,1.546,0.701,0.679,3832.539,4.281,0.578,-0.613376323342846
Bolivia,2007,366294241.538303,-0.852070689201355,49,0.645,0.727,1.319,0.51,1.151,0.701,0.679,4023.959,8.705,0.542,-0.575420006827243
Bolivia,2008,512335605.237139,-0.696565806865692,49,0.652,0.725,1.319,0.666,1.435,0.701,0.679,4291.283,14.022,0.5311820997,-0.660686468741809
Bolivia,2009,423040000,-0.506110489368439,49,0.658,0.718,1.141,0.234,1.081,0.701,0.679,4482.218,3.3,0.5357589162,-0.733454665736579
Bolivia,2010,621997989.548348,-0.415407210588455,49,0.662,0.692,0.982,-0.094,0.419,0.728,0.679,4754.712,1.7,0.494,-0.633829378242163
Bolivia,2011,858941070.400943,-0.417126506567001,49,0.668,0.687,0.982,-0.094,0.93,0.728,0.679,5068.88,1.7,0.5,-0.622354451503598
Bolivia,2012,1059965390.78481,-0.45806810259819,49,0.674,0.681,0.752,-0.094,0.607,0.728,0.679,5438.894,14.19,0.502,-0.647177796075417
Bolivia,2013,1749612614.39791,-0.32859343290329,49,0.682,0.666,0.752,-0.094,0.117,0.698,0.679,5790.996,14.336,0.479,-0.635534627812252
Bolivia,2014,656566350.80003,-0.333112090826035,49,0.684,0.651,0.752,-0.094,0.117,0.699,0.679,6088.427,1058.37,0.484,-0.706333724759045
Bolivia,2015,554643532.297183,-0.268487215042114,49,0.69,0.618,0.752,-0.094,0.384,0.668,0.679,6391.971,6.471,0.468,-0.775087622970409
Bolivia,2016,335365530.426077,-0.248866364359856,45,0.701,0.627,1.445,-0.094,1.219,0.668,0.72,6699.322,-3.29,0.474,-0.817170409751459
Bolivia,2017,712474137.775022,-0.278028756380081,41,0.708,0.622,1.445,-0.094,1.249,0.666,0.72,7110.57,8.4,0.477,-0.752972906042952
Bolivia,2018,302368781.37636,-0.287118524312973,39.5,0.714,0.603,1.445,-0.094,1.035,0.661,0.72,7401.091,-3.29,0.441,-0.723591261126381
Bolivia,2019,-216636843.1305,-0.730085670948029,39.5,0.717,0.484,2.306,1.274,3.795,0.672,0.657,7515.218,3.438,0.423,-0.842203653017149
Brazil,1996,1.2552e+10,-0.220460131764412,13,0.653,0.849,-0.111,0.274,-1.24,0.504,0.856,157315.314,16.006,0.481,0.0395684517097127
Brazil,1997,18992934310.6468,-0.339505791664124,93,0.66,0.849,-0.111,0.274,-1.24,0.502,0.856,161261.917,6.926,0.526,0.781985386246583
Brazil,1998,28855609916.42,-0.339505791664124,27.3,0.666,0.851,-0.111,0.274,-1.24,0.502,0.856,161907.898,3.209,0.523,0.052727508912398
Brazil,1999,28385675614.9902,0.215346544981003,11,0.671,0.857,-0.111,0.274,0.79,0.502,0.856,161206.435,4.858,0.613,0.192317964965179
Brazil,2000,32994718699.75,0.18410162627697,10.5,0.679,0.857,-0.111,0.274,-0.277,0.502,0.856,165359.056,7.056,0.611,0.0774556599155864
Brazil,2001,23225846372.251,0.0240315701812506,86,0.686,0.857,-0.111,0.274,0.213,0.502,0.856,166814.776,6.835,0.619,0.175857390130626
Brazil,2002,16586600193.114,0.327800273895264,10.5,0.692,0.859,-0.47,0.274,0.825,0.547,0.881,171008.973,8.425,0.615,0.0582013817830275
Brazil,2003,10123013670.9901,0.00421393429860473,11,0.688,0.857,-0.47,-0.275,-1.685,0.547,0.881,174891.789,14.784,0.634,0.0426246737017329
Brazil,2004,18161380459.7533,-0.275992810726166,66,0.692,0.857,-0.47,-0.275,-0.909,0.547,0.881,182180.129,6.597,0.62,-0.0574582233561648
Brazil,2005,15459981604.1196,-0.263379752635956,29,0.698,0.876,-0.47,-0.275,-0.909,0.503,0.881,189340.788,6.884,0.617,-0.124344680443654
Brazil,2006,19418085598.0794,-0.294911116361618,29,0.7,0.876,-0.47,-0.275,-1.686,0.501,0.881,199991.279,4.196,0.609,-0.151413728406288
Brazil,2007,44579492463.6336,-0.3579480946064,39,0.704,0.87,-0.47,-0.275,-1.686,0.501,0.881,212517.535,3.638,0.562,-0.120821449170287
Brazil,2008,50716402711.4787,-0.313424706459045,67,0.715,0.87,-0.47,-0.275,-1.686,0.501,0.881,225316.049,5.672,0.5616436174,-0.00366458625417364
Brazil,2009,31480931700,0.163664221763611,53.9,0.717,0.87,-0.47,-0.275,-1.686,0.501,0.881,234639.117,4.9,0.5670471222,0.0681249973638168
Brazil,2010,82389932468.07,0.0134759107604623,66,0.723,0.872,-0.32,-0.275,-0.818,0.501,0.881,251742.26,5,0.556,0.193275357620698
Brazil,2011,102427228231.42,-0.132575422525406,38,0.728,0.876,-0.32,0.264,-0.689,0.5,0.881,264875.91,8.349,0.563,0.192458688794913
Brazil,2012,92568388321.34,0.0459616407752037,24.9,0.732,0.872,-0.32,0.264,-0.689,0.5,0.881,272209.415,9.703,0.579,0.0873074091342145
Brazil,2013,75211029129.4,-0.258553296327591,86.6,0.75,0.877,0.467,0.565,2.294,0.5,0.881,276871.271,5,0.577,0.076136445789616
Brazil,2014,87713983217.24,-0.070290133357048,83.6,0.754,0.876,0.591,1.015,0.347,0.513,0.881,277327.022,4.297,0.569,0.0144512119125265
Brazil,2015,64738153494.44,-0.33145809173584,86,0.753,0.869,0.591,1.015,0.347,0.513,0.881,271642.585,6.835,0.566,-0.0780533194196048
Brazil,2016,74294627801.19,-0.377205431461334,82.5,0.755,0.774,1.448,1.702,1.951,0.553,0.88,263300.089,30.6,0.565,-0.083577780094452
Brazil,2017,68885491315.23,-0.473864614963531,82.5,0.759,0.771,1.448,1.702,1.082,0.549,0.88,263423.09,14.767,0.529,-0.15757805767279
Brazil,2018,78162724370.35,-0.440423458814621,20.1,0.764,0.742,2.042,2.95,1.181,0.549,0.88,265588.227,25.2,0.514,-0.217185169801531
Brazil,2019,69174411753.43,-0.713788211345673,16.6,0.766,0.689,2.355,2.95,1.548,0.552,0.774,264001.025,5.468,0.519,-0.0797806881354285
Chile,1996,4814616000,0.676454544067383,41.5,0.735,0.861,-2.016,-1.26,-0.672,0.063,0.806,20301.367,6.6,0.726,1.41923161276158
Chile,1997,5271400000,0.676454544067383,41,0.744,0.861,-2.016,-1.26,-0.672,0.063,0.806,21303.759,6,0.759,1.18486870175155
Chile,1998,4627817978,0.0332812815904617,40,0.749,0.863,-2.016,-1.26,-0.672,0.063,0.806,21831.415,4.7,0.749,1.30174595959023
Chile,1999,8761016217.84,0.247864335775375,18,0.755,0.859,-2.016,-1.26,-0.672,0.063,0.806,21922.76,2.3,0.741,0.0534085379696926
Chile,2000,4860015667.52,0.485464155673981,40,0.763,0.88,-2.016,-1.26,-0.672,0.063,0.806,22645.814,4.525,0.747,1.40851732994734
Chile,2001,4199763048.85,0.74876344203949,12.5,0.768,0.88,-2.016,-1.26,-0.259,0.063,0.806,23118.213,3.569,0.751,0.942774628666752
Chile,2002,2549923142.41108,1.08879637718201,42,0.775,0.881,-2.016,-1.26,-0.259,0.063,0.882,23793.143,2.489,0.778,1.41113523796487
Chile,2003,4026497832.75699,0.761611938476563,42,0.779,0.881,-2.016,-1.26,-0.638,0.063,0.882,24850.23,2.81,0.76,1.33034021587604
Chile,2004,6797252642.36959,0.691341698169708,42,0.787,0.881,-2.016,-1.26,-0.638,0.063,0.882,26595.095,1.055,0.769,1.36486651774592
Chile,2005,7462207179.80944,0.842383623123169,42,0.795,0.88,-2.016,-1.26,-0.638,0.063,0.882,28565.173,3.053,0.778,1.40711968265474
Chile,2006,7586190389.76648,0.613005876541138,40,0.796,0.892,-2.016,-1.26,0.596,0.063,0.882,30707.867,3.392,0.78,1.34645779648831
Chile,2007,13474760472.5025,0.406370878219604,40,0.801,0.892,-1.809,-1.26,-0.473,0.063,0.882,32396.858,4.408,0.777,1.41107295431267
Chile,2008,18473102612.1039,0.431912958621979,40,0.813,0.892,-1.809,-1.26,-0.473,0.063,0.882,33155.366,8.717,0.7856436725,1.38154902179244
Chile,2009,13855126064.8962,0.602584421634674,40,0.811,0.889,-1.809,-1.26,-0.473,0.063,0.882,33601.727,1.7,0.7826471919,1.38347356589706
Chile,2010,16019683111.6555,0.679604530334473,36.5,0.813,0.89,-1.524,-1.26,-0.458,0.07,0.882,35978.055,1.7,0.772,1.42432435808847
Chile,2011,25564944876.5765,0.452553361654282,9.5,0.817,0.893,-1.524,-1.26,1.704,0.07,0.882,37859.878,1.055,0.774,1.44830189598095
Chile,2012,31801970676.0608,0.331102102994919,7.5,0.824,0.893,-1.524,-1.26,0.981,0.07,0.882,39935.051,1.497,0.783,1.48914760520355
Chile,2013,21120756844.0181,0.363742530345917,7.5,0.836,0.895,-1.524,-1.26,0.773,0.079,0.882,41273.76,3.108,0.79,1.45663117524685
Chile,2014,25527831848.9546,0.447516918182373,7.5,0.841,0.892,-1.337,-1.26,0.773,0.08,0.882,42137.662,3.392,0.787,1.45570674864362
Chile,2015,17766285629.0926,0.43343922495842,7.5,0.846,0.888,-1.104,-1.26,0.773,0.089,0.882,42766.42,4.381,0.785,1.32801739790939
Chile,2016,11362832162.4891,0.41311052441597,7.5,0.85,0.888,-1.104,-1.26,0.571,0.089,0.882,43656.968,2.56,0.777,1.17088987794112
Chile,2017,5237183518.21249,0.417135536670685,7.5,0.853,0.891,-1.104,-1.26,0.571,0.078,0.882,44618.663,7.513,0.765,1.16617979805434
Chile,2018,7942631935.04886,0.4273601770401,6,0.856,0.87,-0.579,-1.26,0.975,0.059,0.882,45851.818,2.4,0.752,1.16135211818389
Chile,2019,13579090978.7599,0.00792970694601536,4,0.861,0.824,0.807,0.872,3.702,0.058,0.913,46133.749,4.6,0.754,1.12581711431528
Colombia,1996,3111676589.81669,-1.64785850048065,41,0.653,0.554,0.429,3.256,0.632,0.465,0.773,34491.483,20.798,0.643,-0.438493584911271
Colombia,1997,5562216361.61769,-2.27122640609741,6,0.66,0.554,0.429,3.256,0.458,0.465,0.773,35264.589,18.468,0.664,0.00775330419708163
Colombia,1998,2828826261.61251,-1.79392170906067,41,0.665,0.545,0.429,3.256,0.458,0.465,0.773,35172.631,18.676,0.655,-0.370416349302302
Colombia,1999,1507907130.44589,-1.48284018039703,53,0.663,0.538,0.429,3.256,0.458,0.465,0.773,34407.367,10.875,0.653,-0.0241416612461789
Colombia,2000,2436459923.42856,-1.60896074771881,41,0.666,0.547,-0.333,3.256,0.458,0.452,0.773,35040.363,9.221,0.633,-0.454984404493207
Colombia,2001,2541942612.20739,-1.25874590873718,11,0.667,0.545,-0.114,3.256,0.458,0.452,0.773,35465.586,7.968,0.656,-0.142323658514032
Colombia,2002,2133698124.14946,-1.95671439170837,41,0.67,0.539,0.585,3.256,0.694,0.452,0.818,36241.893,6.349,0.642,-0.387483470767869
Colombia,2003,1720493455.49813,-2.37602686882019,44,0.677,0.535,0.585,3.256,0.694,0.452,0.818,37777.873,7.132,0.642,-0.322631476595025
Colombia,2004,3115635873.52058,-2.27122640609741,41,0.683,0.538,0.585,3.256,0.694,0.452,0.818,39368.494,5.905,0.612,-0.280941175413845
Colombia,2005,10235417315.1376,-2.05794286727905,41,0.696,0.541,0.585,2.641,0.694,0.452,0.818,41475.503,5.048,0.596,-0.241033897171755
Colombia,2006,6750625311.15878,-1.90479671955109,42,0.698,0.563,0.585,2.641,0.694,0.452,0.818,44211.383,4.296,0.604,-0.166947940400287
Colombia,2007,8885764397.56293,-1.80652725696564,41,0.71,0.575,0.585,2.256,0.694,0.458,0.818,46978.146,5.544,0.599,-0.0934180233817329
Colombia,2008,10564155795.9327,-1.85346233844757,35,0.716,0.577,0.585,2.256,1.27,0.458,0.818,49674.161,6.998,0.6216767962,-0.0631235560152614
Colombia,2009,8034746177.08445,-1.83234584331512,19,0.722,0.58,1.039,2.256,0.68,0.461,0.818,51041.998,4.2,0.6231768905,-0.159941800566103
Colombia,2010,6429989612.99413,-1.53718483448029,11,0.726,0.617,0.868,2.013,0.68,0.45,0.845,53808.009,2.4,0.655,-0.0793027657689504
Colombia,2011,14647048638.4496,-1.28465557098389,11,0.733,0.652,0.514,1.722,0.68,0.435,0.851,57494.84,9.551,0.68,-0.000517725955844924
Colombia,2012,15039979138.8914,-1.40181040763855,12,0.734,0.656,0.514,1.722,0.68,0.427,0.851,59597.069,2.4,0.68,-0.0489984178979317
Colombia,2013,16210419015.9816,-1.29197180271149,12,0.746,0.662,0.514,1.722,1.087,0.429,0.752,62441.374,121.61,0.696,-0.0654541438489124
Colombia,2014,16168701714.7497,-1.11459410190582,12,0.75,0.671,0.713,1.722,1.31,0.429,0.765,64523.692,4.54,0.707,-0.0284289534600111
Colombia,2015,11620532645.7092,-1.06914663314819,12,0.754,0.673,0.713,1.498,0.926,0.427,0.77,66401.6,0.925,0.717,0.011093267904474
Colombia,2016,13857937720.8026,-0.882459342479706,11,0.759,0.675,0.713,1.498,1.125,0.438,0.679,67635.005,85.653,0.708,0.00502083610453248
Colombia,2017,13700880445.1998,-0.772707641124725,11,0.761,0.672,0.713,1.204,1.084,0.444,0.701,69174.951,4.2,0.697,-0.0831846969073668
Colombia,2018,11298692773.8486,-0.796931743621826,11,0.763,0.672,0.87,1.763,1.697,0.44,0.672,70311.183,26.407,0.689,-0.0772986354180132
Colombia,2019,13989154028.3683,-0.949501574039459,10,0.768,0.649,0.87,1.763,2.781,0.42,0.672,71716.256,24.838,0.673,-0.0152304931004861
Costa Rica,1996,426950000,0.753051400184631,73.5,0.693,0.896,-1.456,-1.841,1.013,0.198,0.948,3680.6,17.512,0.664,0.748640563133918
Costa Rica,1997,409440000,0.638402462005615,48,0.7,0.896,-1.456,-1.841,1.013,0.198,0.948,3864.911,13.248,0.656,0.632849721341416
Costa Rica,1998,614500000,0.90372896194458,23,0.705,0.899,-1.456,-1.841,1.013,0.198,0.948,4100.92,11.66,0.656,0.778918989295563
Costa Rica,1999,619469212,0.868542313575745,73.5,0.708,0.899,-1.456,-1.841,1.013,0.179,0.948,4285.716,10.045,0.674,0.652885056558
Costa Rica,2000,723426415.264239,0.868542313575745,17,0.71,0.898,-1.843,-1.841,2.085,0.179,0.948,4428.99,10.961,0.684,0.683806658848857
Costa Rica,2001,621846413.159734,1.06869447231293,87,0.715,0.898,-1.843,-1.841,0.976,0.179,0.948,4565.142,11.256,0.676,0.648882029635502
Costa Rica,2002,723172624.768835,1.06869447231293,90,0.722,0.901,-1.843,-1.841,0.976,0.179,0.948,4737.452,9.167,0.675,0.626363501394696
Costa Rica,2003,774386239.764205,0.595756590366364,90,0.727,0.901,-1.843,-1.841,0.976,0.174,0.948,4906.192,9.448,0.67,0.620499515977785
Costa Rica,2004,1083718486.49799,0.631576538085938,90,0.732,0.901,-0.728,-1.841,1.518,0.174,0.948,5070.443,12.315,0.664,0.561088578660207
Costa Rica,2005,1528787464.115,0.708228170871735,90,0.74,0.901,-0.728,-1.841,1.518,0.174,0.948,5305.599,13.798,0.661,0.556426220118743
Costa Rica,2006,1801002598.41588,0.736050128936768,87,0.747,0.907,-0.728,-1.841,2.063,0.189,0.948,5601.223,11.471,0.659,0.458497106646818
Costa Rica,2007,2241492021.19677,0.582772672176361,90,0.756,0.91,-0.728,-1.841,2.063,0.189,0.948,5953.652,9.357,0.64,0.509847857543813
Costa Rica,2008,2436112218.26755,0.359765231609344,74,0.765,0.91,-1.845,-1.841,2.063,0.189,0.948,6203.711,13.426,0.6423235908,0.590693296852595
Costa Rica,2009,1614614468.45234,0.587060391902924,73.5,0.769,0.91,-1.845,-1.841,0.976,0.189,0.948,6352.141,7.8,0.6641259348,0.691320719693705
Costa Rica,2010,1906923793.45078,0.691537201404572,73.5,0.772,0.912,-1.292,-1.685,0.976,0.187,0.948,6589.271,5.6,0.659,0.668596458148053
Costa Rica,2011,2733268839.98155,0.508276045322418,73.5,0.782,0.912,-1.292,-1.685,0.976,0.184,0.948,6871.111,3.84,0.673,0.613703073709443
Costa Rica,2012,2696295210.67893,0.638402462005615,57.5,0.786,0.911,-1.292,-1.685,0.976,0.187,0.948,7177.79,1.95,0.68,0.715071819046816
Costa Rica,2013,3205384976.80294,0.677918016910553,23,0.792,0.909,-1.292,-1.685,0.976,0.187,0.948,7368.064,6.76,0.67,0.727391823675999
Costa Rica,2014,3242149796.9724,0.577418208122253,23,0.796,0.908,-1.292,-1.685,0.976,0.178,0.948,7703.839,3.5,0.669,0.728626605776978
Costa Rica,2015,2955521680.83967,0.682025492191315,23,0.798,0.907,-1.292,-1.685,0.976,0.18,0.948,8035.574,7.47,0.672,0.693675436952965
Costa Rica,2016,2620435490.61534,0.661428332328796,22.5,0.803,0.905,-1.292,-1.685,0.976,0.185,0.948,8486.584,4.5,0.674,0.63901665863473
Costa Rica,2017,2924906990.98245,0.60882556438446,22.5,0.807,0.902,-1.292,-1.685,0.976,0.2,0.948,8909.939,10.9,0.65,0.569682593736955
Costa Rica,2018,3014543618.02812,0.469464212656021,23,0.811,0.894,-1.292,-1.685,1.774,0.195,0.929,9159.169,4.5,0.656,0.635171997937108
Costa Rica,2019,2719031329.42268,0.452292859554291,23,0.819,0.899,-1.292,-1.685,1.123,0.189,0.929,9315.616,3.435,0.653,0.692210249262544
Dominican Republic,1996,134200000,-0.0756602957844734,16.5,0.62,0.542,1.032,-0.503,0.574,0.832,0.781,5463.92,5.399,0.581,-0.257868447762276
Dominican Republic,1997,408700000,-0.072912722826004,76,0.627,0.619,0.383,-1.373,-0.382,0.798,0.781,5944.936,8.297,0.535,-0.447014454753835
Dominican Republic,1998,668900000,-0.416316986083984,15,0.633,0.637,0.082,-1.373,-0.382,0.798,0.781,6430.719,4.832,0.581,-0.388436264951714
Dominican Republic,1999,1344900000,0.878712356090546,13,0.64,0.644,0.082,-1.373,0.195,0.798,0.781,6831.93,6.471,0.581,-0.448863252163308
Dominican Republic,2000,9.89e+08,0.0129473777487874,79,0.646,0.656,0.082,-0.503,0.195,0.798,0.781,7156.012,7.724,0.59,-0.397924394167135
Dominican Republic,2001,1087900000,0.0465478301048279,20,0.651,0.664,0.082,-1.418,-0.377,0.798,0.781,7411.585,8.883,0.591,-0.565511753196101
Dominican Republic,2002,9.26e+08,0.118558995425701,36,0.657,0.665,0.082,-1.418,-0.377,0.798,0.781,7678.304,5.223,0.586,-0.381971056133765
Dominican Republic,2003,616530000,-0.419894456863403,79,0.659,0.665,0.082,-1.418,-0.377,0.798,0.781,7733.16,27.45,0.578,-0.464243216043413
Dominican Republic,2004,934480000,-0.344310492277145,79,0.663,0.652,0.082,-1.418,-0.377,0.798,0.781,7997.84,51.461,0.546,-0.490734536464869
Dominican Republic,2005,1118400000,-0.258760690689087,76,0.674,0.644,-0.445,-1.418,0.164,0.798,0.781,8595.385,4.19,0.551,-0.476448996657051
